SNR_dB,Modulation
4.686197060598659,QPSK
19.078209804801325,64QAM
17.979063484183133,16QAM
5.3806803086772295,16QAM
21.1541743671169,QPSK
13.655159752009693,16QAM
20.032817748094587,64QAM
25.12101239310452,64QAM
5.091852857307694,16QAM
0.5743460399051004,16QAM
23.373077591873603,64QAM
18.290922754578478,16QAM
20.989187088663652,QPSK
25.144649249659278,16QAM
24.084328044735017,QPSK
28.82760440786474,64QAM
16.078052365563547,16QAM
14.654868979797161,64QAM
12.056615996721902,16QAM
4.610731285326136,QPSK
17.178216986460672,16QAM
8.310375729779363,64QAM
27.639225366389265,QPSK
17.495724128312926,16QAM
17.785205415243304,64QAM
10.6477398263103,64QAM
1.5596805593312246,16QAM
0.9523129611896586,64QAM
12.700054324595925,QPSK
2.5369613429171354,16QAM
18.205408666204175,QPSK
26.429190169189724,64QAM
26.487444495561665,64QAM
19.77136230396697,64QAM
6.33695494418793,QPSK
25.88990494076616,64QAM
26.582803059396245,16QAM
5.899607548588762,16QAM
22.12278257312032,64QAM
8.595586467813689,16QAM
24.07920937058789,QPSK
29.91713699710808,QPSK
0.9007801598817844,64QAM
26.92097597372796,16QAM
18.678916007959742,16QAM
29.201478574944634,64QAM
13.950285525792829,QPSK
25.42163791714121,64QAM
1.871822057948317,16QAM
10.058371502348871,16QAM
2.010496132536299,64QAM
29.260294004372117,QPSK
24.5092172181551,QPSK
25.576422637379114,64QAM
28.138956943016826,16QAM
2.5531045835935604,QPSK
11.567927775400001,64QAM
2.131046671320064,16QAM
6.3237930465008585,QPSK
6.8809733111301705,QPSK
14.07321633142736,64QAM
8.056865023609278,16QAM
3.029343204532833,QPSK
5.024732672823231,64QAM
4.418266906562728,QPSK
29.192303937368948,16QAM
22.778775207554208,QPSK
29.032843958086858,16QAM
13.192214595237257,QPSK
8.351054449879697,QPSK
23.9487959162756,64QAM
9.787617541234404,QPSK
8.981501211160449,16QAM
6.975179766234936,64QAM
3.8903693467270606,16QAM
7.693891830502979,16QAM
10.65959245421663,64QAM
20.219826244371912,16QAM
1.8769452665835473,QPSK
6.3152081899602885,64QAM
24.27070920875029,QPSK
4.407657707513123,QPSK
10.279354395675647,16QAM
25.939767655744202,16QAM
4.64775933430328,QPSK
2.482105068545697,64QAM
14.536139852400325,QPSK
9.072585338356092,QPSK
16.902250934515624,16QAM
24.114146714504255,16QAM
4.114454644582295,QPSK
17.42097253662855,QPSK
15.165262811695918,16QAM
4.322363580395987,QPSK
18.71995456586947,16QAM
8.209212535823148,QPSK
14.635029556320374,64QAM
2.4681697283118567,64QAM
13.787521716408692,QPSK
9.19390404128461,16QAM
24.67143633556063,QPSK
1.7093618099210484,QPSK
12.558218247549899,16QAM
13.75294272394314,QPSK
21.750182288973562,16QAM
17.22862725270633,QPSK
20.01637011582543,16QAM
23.311478569552683,QPSK
25.866089209745663,64QAM
9.416264901674115,16QAM
16.14068116091709,64QAM
25.203242353175995,16QAM
29.683533928951693,16QAM
26.685579331312894,16QAM
11.144017878731304,16QAM
5.854995516559512,QPSK
14.681776122197661,QPSK
22.249243555081268,16QAM
14.777072122598927,QPSK
14.495425899410055,16QAM
25.14691263245402,16QAM
10.842113372015591,64QAM
25.79384024434937,16QAM
12.204144028551706,16QAM
9.846993170350181,QPSK
13.61969733599097,16QAM
22.873408760246054,16QAM
3.780060835919828,64QAM
5.892576476160522,QPSK
28.54334476989276,QPSK
5.264748821440721,64QAM
17.031819537931636,16QAM
17.379433999858136,64QAM
14.688733861507345,QPSK
19.34235745730456,64QAM
6.8948017739285525,QPSK
16.579868033302446,64QAM
11.165197657406914,16QAM
19.85001778887567,16QAM
4.236706301194484,QPSK
17.126322505184287,64QAM
5.558110661499711,QPSK
8.359291893451092,16QAM
6.561294009707497,QPSK
5.485133396064513,16QAM
24.77132854682001,QPSK
8.57122702982671,64QAM
27.81371345593348,16QAM
29.097795760355726,QPSK
17.13781409811292,16QAM
4.290033679971792,64QAM
11.236447301387438,16QAM
23.93196790044642,64QAM
11.021721860912114,16QAM
2.6105165490836626,64QAM
16.703547327845637,16QAM
25.353625544881044,64QAM
23.87779161430507,QPSK
5.253694203910597,QPSK
20.182938432374,16QAM
6.615127903069413,64QAM
6.546226036565167,QPSK
26.222153199155553,16QAM
7.490068582206905,QPSK
7.897420395540335,64QAM
0.019601722838986646,16QAM
26.12007102376553,64QAM
23.77784439627404,64QAM
18.81986805272034,64QAM
22.50797291816527,QPSK
4.5614570227347535,16QAM
13.749707837627263,64QAM
10.536581620463426,QPSK
2.8132957877104947,64QAM
14.583914556447722,QPSK
27.62218951027906,16QAM
1.2017735715208344,16QAM
8.743827404813816,16QAM
6.226228086171104,16QAM
7.14439960997089,64QAM
27.253036556381257,QPSK
14.042071627028704,16QAM
13.988982388194565,64QAM
22.817269273658468,16QAM
4.634766120147774,16QAM
14.617960623001524,16QAM
12.899556423631791,QPSK
17.907320716399685,QPSK
29.986731097513157,QPSK
23.083466822461414,16QAM
11.935971090522816,64QAM
24.82659156822141,64QAM
5.121250899374406,64QAM
0.9139105892688038,16QAM
6.133451173928192,QPSK
10.21234668342779,64QAM
15.317422723786796,16QAM
18.453874216235995,16QAM
27.318171516432653,64QAM
15.29562028651373,64QAM
15.038269338771881,16QAM
1.507290294689464,64QAM
1.0473465796867143,16QAM
16.53479885749116,64QAM
13.145358397450336,QPSK
25.17541184940896,16QAM
4.820387541355355,QPSK
0.7491498635114879,64QAM
13.471163037903777,16QAM
7.124356702567725,64QAM
1.4884312001651234,16QAM
21.73794860542887,64QAM
3.347789998717424,QPSK
18.24958500023315,QPSK
8.431492505006675,64QAM
5.204881510650661,QPSK
11.392545687579524,QPSK
24.04337328668861,64QAM
11.76280730713718,16QAM
22.52308947633167,64QAM
3.764588903974521,16QAM
23.183142589952375,QPSK
7.107999747199459,QPSK
20.321793896666183,QPSK
16.97344664522989,QPSK
27.87434151635062,QPSK
11.61967553925942,16QAM
1.9849556650332134,16QAM
0.5746645665375871,16QAM
24.805756829182595,64QAM
15.742069129842966,QPSK
23.257321555048478,QPSK
7.032768000345441,QPSK
10.352512365397011,64QAM
0.9031161663395681,64QAM
28.844769737223366,64QAM
20.036037201024403,QPSK
27.996152632779186,16QAM
7.9648922228721695,64QAM
18.343908336769825,64QAM
20.354999048779135,16QAM
9.526491007727653,64QAM
25.4432770504689,16QAM
28.414843887007436,QPSK
26.54565353088013,16QAM
22.172009278181175,16QAM
8.323940391748621,QPSK
8.448481263168953,64QAM
28.90080961338114,QPSK
0.30853487807076085,64QAM
21.481499197264334,64QAM
21.187384876657866,16QAM
18.680686228493922,QPSK
29.703265382605974,16QAM
9.356383072911758,QPSK
10.199155913797446,QPSK
2.3681820883966664,16QAM
13.283944096312123,64QAM
7.831455787045442,64QAM
10.301601065329326,QPSK
25.03715370766883,64QAM
28.064535405824873,16QAM
5.571992160155569,16QAM
11.175267946603975,16QAM
27.858916863461822,QPSK
1.854253820676679,QPSK
2.7708158433413557,64QAM
4.883729676186881,16QAM
17.856385023806244,16QAM
4.514168130179924,QPSK
29.042291443522004,QPSK
13.40143581775561,QPSK
15.045538810504992,16QAM
7.399758474162194,16QAM
14.128807573042005,64QAM
19.857408979110346,16QAM
22.535314108621282,64QAM
22.61604248129739,64QAM
17.33673338082265,16QAM
27.130793249815717,64QAM
24.522235419183282,64QAM
22.711443440958764,QPSK
1.6681656504138187,16QAM
0.20633886658947942,64QAM
6.373418315864189,64QAM
19.905707817403567,64QAM
12.335924666476375,16QAM
12.072187778979352,QPSK
26.537606646888413,QPSK
26.866885443955162,16QAM
27.275257921607572,16QAM
9.41634229545082,16QAM
20.731674382177854,16QAM
8.14899543823109,QPSK
5.718294992233494,64QAM
5.538973720421076,64QAM
10.263228625907821,16QAM
12.898728593394651,16QAM
24.92847513165205,64QAM
3.5967328041813627,QPSK
22.047775421846826,16QAM
15.94364742567916,16QAM
8.638360280279775,QPSK
14.784587535984738,QPSK
8.998262093310679,QPSK
17.88245865714918,16QAM
13.015317685657326,QPSK
4.932165872366362,16QAM
3.497492236670902,16QAM
16.400870462163905,QPSK
27.072390998583103,64QAM
10.318730596730566,QPSK
21.990003216678698,64QAM
19.75984064819301,QPSK
27.94664742928443,QPSK
24.629430518974225,16QAM
16.99815776716389,16QAM
19.71091494702322,16QAM
26.951593997521044,16QAM
11.985563537608044,16QAM
9.803841175733321,16QAM
0.3243325090558902,16QAM
24.796532225743928,64QAM
24.029421012100947,64QAM
3.1336355430045417,16QAM
17.305721433981006,64QAM
13.919450945006622,QPSK
3.561272865273344,64QAM
29.417046811821706,16QAM
6.440876623900663,64QAM
2.0170254027168344,QPSK
17.845421385057286,64QAM
22.16600031399098,16QAM
0.9733033814156089,QPSK
19.761529161810664,QPSK
15.968756278543633,64QAM
3.0979502662514524,QPSK
5.175716308390862,QPSK
17.039228919482415,QPSK
8.89072840539865,16QAM
28.14947185953948,QPSK
24.562206884521522,64QAM
29.50701619540989,64QAM
7.79012516851242,QPSK
29.09170898393931,64QAM
12.937016093746736,QPSK
10.42556385941264,64QAM
1.5104858090805973,QPSK
1.5829577357880786,QPSK
20.76033767839964,QPSK
13.737869833020838,16QAM
6.795648781083171,64QAM
18.41910918975698,QPSK
7.585743547503335,16QAM
17.32895263033268,16QAM
10.77626240948071,QPSK
24.706566798354572,QPSK
24.62088482300338,QPSK
14.32051194367204,QPSK
10.524573280050468,QPSK
10.876793896772837,64QAM
24.171435770046536,QPSK
9.84538448392836,QPSK
6.271781211205381,64QAM
2.540650256259205,16QAM
14.000793626532252,64QAM
14.463962967595256,16QAM
25.227261312087215,16QAM
6.637160893381919,64QAM
11.429738210051998,QPSK
24.252172166810727,16QAM
24.708708322469207,QPSK
11.538332279363047,64QAM
13.773720698600426,16QAM
9.098576725478488,QPSK
27.976646352579362,16QAM
3.559312972247409,16QAM
28.012482690044102,64QAM
20.515993555060298,QPSK
15.947164580601935,QPSK
0.9797718235348762,16QAM
14.267885754660249,QPSK
12.232443150081968,16QAM
4.836564359253677,64QAM
19.692288105019706,64QAM
29.134527221048575,QPSK
16.865664331935754,64QAM
21.442598293318376,64QAM
2.0535135769805035,QPSK
12.530009874509842,16QAM
3.490754554934876,64QAM
18.383875066095314,QPSK
28.154464746424637,QPSK
19.853331974149157,QPSK
2.304091449432646,64QAM
10.639986149552485,64QAM
16.519901383225545,16QAM
12.096232683997567,16QAM
25.00932031425517,16QAM
24.440130141299676,16QAM
18.354930603096644,16QAM
11.203738353981157,16QAM
7.660091212897324,QPSK
3.1762295463938797,16QAM
10.646930504596622,64QAM
12.395175516231586,16QAM
20.27468775312221,64QAM
19.744794728927204,16QAM
2.1032441892377083,QPSK
11.857779462934733,QPSK
5.4533660165208575,64QAM
4.7043811595041705,16QAM
24.819064492117377,QPSK
1.257456501487726,QPSK
12.57548627706364,16QAM
5.046109672995546,64QAM
26.37990647035422,64QAM
16.711215398251053,64QAM
6.941419091305441,QPSK
15.072818614991291,16QAM
21.944590791093475,QPSK
28.743540267583015,QPSK
6.613380127362568,QPSK
26.585453163880352,QPSK
28.029123425024707,16QAM
27.492616335961987,QPSK
19.062430705857295,QPSK
18.89461963304123,64QAM
12.096318995514682,QPSK
22.571936469113638,16QAM
15.938820550527957,QPSK
20.323142136848833,16QAM
12.853737115463863,16QAM
21.94489392129417,16QAM
24.734145528136473,64QAM
4.393087698084484,64QAM
24.98789146722684,QPSK
16.208895953709217,QPSK
25.33997727270673,QPSK
12.939051190230439,16QAM
11.371214561491051,16QAM
27.451821975516673,16QAM
7.535078026452039,QPSK
25.326369758584292,QPSK
14.520617175282123,QPSK
15.422863276537791,QPSK
9.254048444684521,64QAM
17.19126601857047,64QAM
9.756335888286339,64QAM
1.1780824272495694,QPSK
8.159958160330682,64QAM
0.19137130219772036,64QAM
29.3506436117057,QPSK
28.972416294592424,64QAM
11.85465892416915,QPSK
21.85112563018938,QPSK
10.374182952312749,QPSK
20.132794712579283,16QAM
24.162901291379374,QPSK
28.402687340767223,64QAM
12.00636827549016,64QAM
23.49893948868143,QPSK
7.977853518963563,16QAM
29.70996911380945,16QAM
0.7730879629305343,16QAM
18.10586419503363,64QAM
19.785179449539815,16QAM
20.641366712223864,16QAM
3.61162736367267,QPSK
28.155893504193912,16QAM
5.435498371502484,16QAM
18.682602097195232,16QAM
6.680282373692549,QPSK
9.216492510638126,QPSK
16.39375625184373,16QAM
12.515802556937295,64QAM
4.806768029295188,64QAM
5.128092072625448,QPSK
12.54434364488399,16QAM
22.71848934826502,64QAM
26.938939405433658,16QAM
2.523829867781485,QPSK
11.793117226782032,64QAM
3.007366911686299,QPSK
0.4977744189779365,16QAM
19.8515604793187,QPSK
18.073483258997634,QPSK
4.890573414446586,QPSK
7.014384992791923,QPSK
0.7112326093355514,64QAM
25.048416170832112,16QAM
29.240717881456543,64QAM
4.063786103840724,16QAM
6.944256412958944,16QAM
26.052285718408022,16QAM
27.793913938685545,16QAM
12.58882148420431,16QAM
1.5186741680722238,64QAM
1.181755010784582,16QAM
17.218495982070312,QPSK
11.78685326679537,64QAM
0.8595728273296355,64QAM
17.4975717693767,16QAM
0.33907609767067415,QPSK
23.62115874447819,QPSK
9.192984681101148,16QAM
1.207740090276963,16QAM
17.650566629494598,QPSK
11.93053243299164,64QAM
29.214012400714484,64QAM
16.325959875111067,16QAM
8.257175431110248,64QAM
21.28316593901924,64QAM
8.14476007628134,QPSK
27.12729874222695,64QAM
11.241659115221292,QPSK
16.49605688328616,16QAM
1.5171931147268658,16QAM
12.783637138566924,QPSK
24.970906189829847,QPSK
24.169464160900258,16QAM
6.729556765605787,QPSK
6.7823721303168805,16QAM
24.519159366397105,16QAM
27.911952605079765,16QAM
2.8608276381901065,16QAM
13.501759182786758,16QAM
10.12362836892687,16QAM
26.12065366372318,64QAM
2.505747440400563,64QAM
6.333778276741122,16QAM
22.57405012759483,64QAM
1.5388154694364675,QPSK
14.776061421428677,QPSK
13.2632110403916,16QAM
10.03203536966246,64QAM
11.837169459567713,QPSK
15.898217607906988,QPSK
4.841020751651493,QPSK
17.159876348507783,QPSK
24.16296987899959,64QAM
22.804827893704772,QPSK
4.61699714081321,QPSK
4.477484092244217,QPSK
8.045231032347399,16QAM
10.832241790231116,QPSK
12.253667442254478,QPSK
20.39091650500036,64QAM
1.7004129649750621,QPSK
1.0401811267819916,QPSK
11.75731688831727,QPSK
20.914910764139414,16QAM
5.803060288694477,64QAM
19.24513443768755,64QAM
7.794844138208984,16QAM
26.58258326440549,16QAM
26.870698327998497,64QAM
8.918616128439794,QPSK
6.899812618897215,64QAM
12.339119161986938,16QAM
7.215947555404462,QPSK
20.17151529875111,64QAM
24.781940536448566,QPSK
20.19276392733651,QPSK
24.730513417480484,16QAM
11.909764866224224,64QAM
4.689509121265826,16QAM
22.138528421927763,64QAM
10.814235154246617,64QAM
20.138124756873975,QPSK
8.119318259452971,QPSK
2.4368890442001803,QPSK
29.7774538646329,16QAM
4.686045237917979,QPSK
29.65262981890443,16QAM
29.31839797699342,QPSK
23.81454311724119,16QAM
19.782688862459928,64QAM
17.33421150753254,16QAM
25.98304636133504,16QAM
8.683185648584638,16QAM
14.030436374546312,64QAM
18.581699080995058,16QAM
12.335714276084733,64QAM
12.82459362270804,QPSK
9.908540025062532,QPSK
16.92695450053608,64QAM
25.51723584045348,16QAM
6.045851340189385,QPSK
28.032991162603242,16QAM
20.67262961244689,16QAM
24.698196380400905,64QAM
16.68572077890035,QPSK
23.385501042721906,64QAM
0.4860119201840163,64QAM
24.551412743386056,64QAM
1.2041657725609956,64QAM
26.697401290885875,16QAM
29.7588824171593,QPSK
8.822023865303334,QPSK
6.30955668857381,QPSK
22.96090091574122,16QAM
7.590790227607597,16QAM
25.966871495166103,64QAM
3.0852777647243013,64QAM
3.7786558913807475,64QAM
29.374546653018466,64QAM
20.21516694810014,QPSK
25.406616732868585,64QAM
9.729881320545541,16QAM
20.29451248561813,16QAM
17.827254819257917,16QAM
18.09450360368841,64QAM
20.475973786131647,QPSK
17.260775193872956,QPSK
12.871871079079979,64QAM
8.277680831416404,64QAM
23.05743992739606,16QAM
6.788172900095586,16QAM
20.770629184632426,QPSK
6.999984679479799,16QAM
18.759905098633617,16QAM
22.41234801387087,64QAM
6.561416667196176,QPSK
1.7982990258392484,64QAM
3.929212289825222,QPSK
18.179909018130765,64QAM
25.483392186772065,QPSK
1.349904637062731,16QAM
22.02453777124939,QPSK
10.239559378501564,QPSK
14.355851097585676,64QAM
27.86578649536697,QPSK
9.959145142075364,QPSK
13.960108018184581,QPSK
0.41047244282043316,64QAM
2.4479616001451507,QPSK
7.757747734043521,64QAM
0.8355672246322321,16QAM
18.941259781447528,64QAM
12.791950704048675,QPSK
16.44435608184066,16QAM
5.239415576889886,QPSK
8.877960883098483,64QAM
19.914734245581755,16QAM
28.959081708911995,16QAM
1.512503208066276,16QAM
26.71152962565798,QPSK
17.306436039336255,16QAM
16.91758700266871,16QAM
15.00835605623281,16QAM
2.081822577125502,16QAM
2.6963055520848203,64QAM
18.02736016977258,QPSK
10.22875714306675,QPSK
27.51804199733042,16QAM
12.197716120784168,64QAM
4.298443761079232,16QAM
21.44156500506108,QPSK
8.800602643230295,QPSK
15.764109220676795,QPSK
20.9349835651551,16QAM
27.007923336062113,16QAM
23.765735844050283,64QAM
20.290832036181722,64QAM
20.388995471854308,QPSK
28.377739320962597,QPSK
8.874722924896082,64QAM
0.03336282588562223,QPSK
8.15863678194596,64QAM
6.536741388802319,16QAM
19.855037553419944,QPSK
19.01134799296587,QPSK
17.803841481141713,64QAM
0.487303296283611,16QAM
21.863341633519425,QPSK
9.705912374564745,QPSK
19.95167967019893,64QAM
16.6973528550646,16QAM
10.281927762837215,64QAM
4.0372880131232325,16QAM
2.8325669298144285,16QAM
24.945549993366708,64QAM
27.55192626244674,64QAM
19.493641402928986,16QAM
3.103023445814501,64QAM
12.060816506647221,QPSK
21.868176003154716,QPSK
23.394626520302044,QPSK
3.546558668732658,QPSK
0.0009215653614724761,QPSK
21.36411137641815,64QAM
10.697885279586169,16QAM
7.634439948547808,64QAM
0.3869240936857632,QPSK
16.20898220284499,QPSK
25.534522062779452,64QAM
28.728949388177636,64QAM
16.972348518398675,16QAM
15.433839832196824,QPSK
2.551691564677233,64QAM
16.46618404627799,16QAM
11.399372368961838,QPSK
18.214058426507307,QPSK
11.661790436296402,QPSK
7.208973703511003,64QAM
2.848958256851295,QPSK
9.447553337666871,QPSK
2.8993450286325686,16QAM
5.306908524719518,64QAM
29.62008475738638,16QAM
13.323106707198558,64QAM
15.956152995150497,QPSK
26.208555862116462,16QAM
29.867067014720632,64QAM
17.481433480340446,64QAM
24.37421463132515,QPSK
9.808230730100258,QPSK
9.172318723418734,16QAM
12.081111629836807,16QAM
20.175217880209473,64QAM
20.465750677652963,16QAM
9.457183039483525,QPSK
3.9962977240988606,16QAM
18.971887693965257,16QAM
3.8497758656629353,64QAM
17.354775246879903,QPSK
20.80266384168927,64QAM
21.01834489183355,QPSK
22.6041633197879,QPSK
26.185782646969937,64QAM
14.998769758943652,16QAM
21.907475685887135,64QAM
18.575182060975102,16QAM
5.5991981939304765,64QAM
0.770689346082245,64QAM
8.536241570308013,16QAM
13.291011190128582,16QAM
18.513178332859688,16QAM
25.49877991509616,64QAM
5.887371501184969,16QAM
3.7664936969543126,16QAM
28.904398424229825,16QAM
3.2413367812922136,QPSK
14.354732103215674,16QAM
17.566911863799056,16QAM
16.241232627223148,16QAM
2.580964710988296,QPSK
1.710807420108581,QPSK
3.16450282383107,16QAM
17.567630516178376,16QAM
16.330346629029634,16QAM
7.0122237611023275,16QAM
19.133224255367747,QPSK
24.60202506166948,16QAM
1.247368795397813,QPSK
14.943898306441273,64QAM
20.679312363080708,QPSK
7.569357812090613,64QAM
9.233127158794472,QPSK
18.409137089681515,QPSK
26.938058803312106,QPSK
24.29773260908698,16QAM
17.493906572987505,QPSK
21.906651532717476,16QAM
10.944674106233961,QPSK
19.228965842962733,QPSK
13.985447733826708,64QAM
5.698084093726827,QPSK
21.052148216317715,16QAM
16.69393912046466,64QAM
10.758647458607742,64QAM
27.340175702358923,QPSK
0.628023534801998,QPSK
9.473194537484881,64QAM
1.7064419333293968,16QAM
22.995819486648816,QPSK
21.063223623413776,64QAM
9.940566562089511,16QAM
20.269887066212192,QPSK
11.878116785878495,64QAM
22.68761374267303,64QAM
13.625509882101182,QPSK
12.368391834949966,16QAM
28.04189746464903,16QAM
7.5263729967210065,64QAM
3.6134201998969626,16QAM
17.536293397783744,64QAM
29.079654368525368,QPSK
11.335176411815599,16QAM
1.8611029088634456,QPSK
10.179158019287023,64QAM
15.177949629586752,QPSK
4.857690198966411,16QAM
19.743066541694763,QPSK
29.932481670306018,16QAM
13.552184279443315,16QAM
10.641856701906379,16QAM
12.021125005034,16QAM
3.4543853518560343,16QAM
26.498208042786715,64QAM
12.444769665640559,QPSK
11.61823234274524,64QAM
19.79070818791423,QPSK
13.261002627933706,QPSK
19.447004064235383,QPSK
1.8433887039236252,64QAM
24.411700311666824,16QAM
28.215118586382076,16QAM
19.462961584781578,64QAM
28.636977865764322,16QAM
4.542969431098899,QPSK
14.32248568441061,16QAM
18.05420201836342,16QAM
17.4520994226356,16QAM
12.043853372671297,QPSK
10.142532280987842,16QAM
3.804720676512564,16QAM
11.752273516868346,16QAM
4.879824453164554,64QAM
22.03097029476655,64QAM
6.264928064837699,16QAM
1.7569591585360156,64QAM
16.57098413451703,64QAM
17.85689198158205,QPSK
26.157391838415165,64QAM
17.309448372530454,64QAM
10.364425611703371,16QAM
24.090356445789617,QPSK
16.20836679562263,QPSK
2.3784085389357523,QPSK
16.975516809397398,64QAM
27.240556362649873,16QAM
11.889378764946617,QPSK
8.889774056994002,QPSK
4.304083710540602,64QAM
4.543365658060719,QPSK
12.983144530254567,16QAM
17.870394724845887,QPSK
2.4184621550880525,16QAM
28.18705767075497,16QAM
22.654008523355877,16QAM
17.59871754850988,64QAM
24.853160128169726,64QAM
2.4056027043633987,16QAM
14.305166331993732,16QAM
18.902793805849903,QPSK
24.859587183548676,QPSK
23.50408680147803,QPSK
8.31207749140199,64QAM
28.22640508677613,QPSK
3.730375242926111,16QAM
26.254008558634563,16QAM
29.128207488138557,64QAM
5.3146056966787665,64QAM
21.661981926113558,QPSK
1.208565563339954,64QAM
12.162684754174649,16QAM
15.48849897593022,16QAM
17.41935677728902,64QAM
28.078117447456783,16QAM
20.16752061882584,64QAM
14.43833853657711,16QAM
24.290251087976678,QPSK
28.515984628632268,64QAM
0.6619844604687253,64QAM
29.47563816768116,64QAM
2.5839641719104103,16QAM
24.43160337806284,QPSK
8.410042576542375,64QAM
3.9653897326161527,16QAM
13.195669191415046,64QAM
19.318697383428407,16QAM
11.42855535070425,QPSK
1.6369622484809687,16QAM
17.9838341897615,16QAM
27.07209828332024,64QAM
11.49646097841755,16QAM
6.4899833289248114,64QAM
13.277320377984461,16QAM
1.4508813314634261,QPSK
24.614627534408243,16QAM
24.7902243285056,64QAM
17.640013902888853,16QAM
10.593086668151685,16QAM
23.9935009333735,QPSK
16.640610743651017,64QAM
24.777969256500487,QPSK
18.94376377749062,16QAM
23.53216419638392,QPSK
17.9568897965328,16QAM
12.424232046469987,16QAM
28.738375797784126,QPSK
16.23341474636534,QPSK
18.152685556216152,16QAM
6.614629182442478,QPSK
18.769523682818296,QPSK
17.148229484488315,16QAM
5.545151938410749,64QAM
1.7876129205943114,QPSK
18.130779591443133,QPSK
22.910768080509616,64QAM
15.702041127660246,QPSK
6.803178759589371,16QAM
19.995659300791047,QPSK
2.403171798288067,16QAM
13.255011144058638,64QAM
4.901002751952605,64QAM
5.533771531796501,64QAM
6.068818474746109,QPSK
11.601211711319337,64QAM
1.5345061686119288,QPSK
11.933803227872946,QPSK
15.351223413441025,QPSK
14.498828548989756,64QAM
11.483523012091217,64QAM
25.174398242122574,QPSK
4.359800772615124,64QAM
15.17090231344122,QPSK
1.8612425086966289,64QAM
2.1346703663372923,16QAM
17.21597549031289,64QAM
16.98055274663463,64QAM
26.34100538533371,64QAM
16.736210269802196,QPSK
28.793730612145506,QPSK
1.460845451997893,16QAM
2.9402305434222322,16QAM
1.3219758471114418,16QAM
5.558305510006201,QPSK
16.238103328250343,16QAM
19.36716544282284,16QAM
1.367554738460064,64QAM
28.37912669536798,16QAM
25.26496129951143,64QAM
8.898374464712793,QPSK
2.315625906794039,QPSK
5.096612196571718,64QAM
3.80833241264918,16QAM
3.6985133789684053,QPSK
15.556850659972017,64QAM
7.375423274802008,QPSK
10.744191495874333,QPSK
29.685160001529674,16QAM
20.529427467760343,QPSK
28.46942001141004,64QAM
4.276696650993468,16QAM
11.464184244977078,64QAM
16.641954098470627,64QAM
2.3027418566621405,64QAM
0.12562330883873596,16QAM
20.113030013907526,QPSK
19.25458550404306,64QAM
12.323664299988353,QPSK
14.68932228096098,QPSK
12.463290017762688,64QAM
0.7201513453466657,QPSK
10.061148186523873,16QAM
5.312467661918695,16QAM
2.952725673041062,QPSK
28.701613016680493,QPSK
17.980791751264967,16QAM
21.85968852709808,QPSK
9.460912297983525,QPSK
11.794413884820456,QPSK
7.107719816901704,QPSK
2.9089701289627423,64QAM
5.370949123247514,QPSK
23.925421358894575,16QAM
20.326374155513275,64QAM
16.407866279564306,64QAM
14.252696186003043,16QAM
27.673028509683732,QPSK
2.182048433360052,64QAM
8.41802439713748,64QAM
10.498135607121421,QPSK
23.472774366383636,QPSK
29.77543860485914,16QAM
7.220115442714592,64QAM
26.22922002411242,QPSK
24.91868281295374,QPSK
6.739721929252998,16QAM
11.979977405976678,64QAM
12.290186078775573,QPSK
29.34662005579675,16QAM
5.426757041366949,64QAM
23.974739133143462,64QAM
10.025781425193298,64QAM
21.92611037328481,64QAM
12.600330128869885,16QAM
17.3507928934962,QPSK
24.978353199783932,64QAM
24.124966949516523,64QAM
25.992695506191005,QPSK
1.7885197603397707,64QAM
20.761516591192343,64QAM
4.199621301652886,QPSK
12.47455704055233,QPSK
16.457652451640655,64QAM
12.082184542404923,QPSK
15.588350274090224,16QAM
29.895789263958573,16QAM
4.056519411385642,64QAM
20.263681360092768,64QAM
11.880028991568457,QPSK
3.9902939672198636,QPSK
4.7621029012292855,64QAM
28.478193187368507,64QAM
26.38804490135286,16QAM
27.211258812450655,QPSK
29.745983274821597,64QAM
6.249461700255539,64QAM
10.663180120921853,QPSK
20.076570897746002,QPSK
14.514076195819417,64QAM
12.551686001350005,64QAM
10.734337480067792,64QAM
17.813418958303565,QPSK
17.26780285920246,64QAM
4.843735021927202,64QAM
14.152195125553172,64QAM
16.604153286295496,16QAM
17.108608161941714,16QAM
6.303215787370554,QPSK
22.268141767568604,64QAM
0.755972844632089,64QAM
10.64495566629488,QPSK
23.406379456069008,QPSK
16.91678763166207,QPSK
7.8348729753258075,64QAM
20.848593580291432,16QAM
17.0217283246822,QPSK
23.887308283691617,64QAM
22.050755585694702,QPSK
18.30323766108704,64QAM
14.645330259324421,QPSK
3.9954637700257023,64QAM
7.839990536561513,QPSK
12.572984187512558,16QAM
17.97897861019166,QPSK
15.411235656459144,QPSK
8.645535778785884,16QAM
0.19393073369131653,QPSK
14.887176657024417,16QAM
8.568779656867292,64QAM
22.03824902131605,16QAM
0.7183879581145047,16QAM
17.544834339173725,64QAM
28.24422712518196,16QAM
5.2322780133449855,16QAM
14.149484722517862,64QAM
2.742659754514145,QPSK
18.770457367840578,QPSK
16.515950417886767,16QAM
12.22096572638497,QPSK
15.641310644212236,QPSK
26.897239754070306,16QAM
5.888829069332012,64QAM
0.676935351160417,QPSK
25.84994654097303,16QAM
17.313512471637196,64QAM
26.719753663855272,QPSK
17.908356702395178,64QAM
24.304832698791074,16QAM
12.890200900654438,64QAM
22.495797938648064,64QAM
